phenotype	origin	odds_ratio	conf_int_low	conf_int_high	log2_odds_ratio	p_value	p_adj
SHMO	host (animal)	1.7531478070279285	1.19333448467054	2.5525931242757314	0.8099476341333033	0.0030984938509910826	0.006584299433356051
GmOS	plant	1.6338648794871933	1.0584069283436182	2.473510020370179	0.7082886776364768	0.020400955619274127	0.03226197632815443
GlcNAc	universal	1.5375845375078327	1.073219216999927	2.204409322565477	0.6206657330473135	0.015974769114379585	0.02649473901897102
Mlz	host (animal)	1.5347184785611947	1.026844409785648	2.2635870047044357	0.617974038766489	0.02829050140758691	0.040930938206721494
Nglyc	universal	1.4902162033540631	1.0403707288442872	2.1369264824377066	0.5755216547672983	0.02636901248031085	0.03898027931872038
Gco	universal	1.4333247445148825	0.9596304060959093	2.1126514011502824	0.5193655141520135	0.06451904681603189	0.08953663639775854
DFA	plant	1.4003127373498963	0.768803085993982	2.4143988066259925	0.4857490659114038	0.2227892470712496	0.2754485236517268
bMnOS	plant	1.1249533080238254	0.6792605524083309	1.798098182785816	0.16986512261527556	0.6280909344208444	0.7118363923436236
scFOS	plant	1.0767353306155205	0.6849400902578243	1.7477448563447506	0.10666366851368773	0.8249776599254596	0.8904520773798611
Gal	universal	1.0195492659539032	0.2487721046738409	8.991363466784737	0.027931489950013703	1	1
BglOS	universal	1.0115286210623502	0.7036149688706209	1.4496173199158582	0.016537141330248233	0.9999999999999997	1
XL	plant	0.8853241922781185	0.2292750992356092	2.457695278769087	-0.17572224992085428	0.9999999999999999	1
Fru	plant	0.8476449541477382	0.20247646957969376	7.556497658883629	-0.23846799301233162	0.6885645633638651	0.7551998436894003
GNB	host (animal)	0.8352320736157162	0.5735193567784335	1.2290003130631844	-0.2597509812100783	0.34102340947164833	0.4068349446328436
GlcNAc6S	host (animal)	0.8351485196805856	0.42395005206227426	1.5190349489545274	-0.2598953110094593	0.6703564123829541	0.7472825580662438
XOS	plant	0.8021165126151402	0.5575783649276661	1.1497449182410453	-0.3181162821931585	0.22021270297306525	0.2754485236517268
Mtl	universal	0.7482380463131127	0.5083723364438518	1.0891219164530628	-0.4184307691593716	0.127429372095575	0.16990582946076666
Stl	plant	0.721515601321061	0.501122220123413	1.0346393953185171	-0.47089750446031414	0.06592554536980048	0.08965874170292866
Ara	plant	0.6789571505864603	0.4624589302353266	0.9863442613495078	-0.5586075669373615	0.04095445799706219	0.05801881549583811
Xyl	universal	0.6495373107160637	0.44341449293785135	0.9420638418414512	-0.6225156955590648	0.021399363618532105	0.03307174377409507
PUL	fungal	0.6398681191220182	0.42476363698752234	0.9478451054779438	-0.6441535077350412	0.022673258803308196	0.034261813302776827
GOS	universal	0.5930782794996556	0.07533409545497718	26.90828760496972	-0.7537055584252373	0.4797886441377368	0.5625108241614845
RST	plant	0.5855268350005575	0.22641776113605122	1.2752350218014306	-0.7721928031787114	0.19662487006657905	0.25712483008706494
ST	plant	0.5838796862073715	0.38771436240663715	0.864635703968327	-0.7762569757721838	0.005158030433206404	0.009230159722579881
aAOS	plant	0.5594524204879998	0.3868648294101197	0.8042876009745562	-0.837912654739924	0.0011005481400565202	0.0026727597687086916
XGL	plant	0.5479389211226482	0.14372449903807633	1.489952156801385	-0.8679130102865122	0.30989649580945655	0.3763028877686258
L-Xul	universal	0.5007296442614895	0.25579131727253557	0.9033788719604268	-0.9978962263180026	0.01707408997545766	0.027643764722169544
Rib	universal	0.464017324490503	0.3112980651033581	0.6816550855285042	-1.107749424254465	3.2729790270520306e-5	1.1713819675765162e-4
Muc	host (animal)	0.4341788369039273	0.21573557714794434	0.7983127073323639	-1.2036386882292083	0.004691314357392009	0.008647487527877909
AXOS	plant	0.4131856921710252	0.2820322023335005	0.5993247335828559	-1.2751377975849159	9.61832136134939e-7	4.16391707556072e-6
HRGP	plant	0.3742800381351932	0.2369435606421442	0.5748761580729679	-1.4178099893460687	9.797451942495812e-7	4.16391707556072e-6
AGII	plant	0.36203731942846346	0.2053218173146021	0.6045782206170389	-1.4657896744316736	1.965933364973531e-5	7.426859378788895e-5
bAOS	plant	0.33622178309657313	0.214207060958224	0.5137712575941941	-1.5725148981319748	4.0003880754406136e-8	2.472967173908743e-7
AR	plant	0.30040048209784453	0.11708457882456488	0.6469226371002021	-1.7350409667235551	5.642157994165996e-4	0.0014756413215511067
PG	plant	0.24039451415005472	0.13198637906357685	0.41082589387684176	-2.056524121046311	1.1212990027019058e-9	9.5310415229662e-9
AX	plant	0.2178338891872801	0.10864270047610765	0.3983918907316428	-2.1986996782104145	4.194406906284634e-9	2.852196696273551e-8
Tan	host (animal)	0.2044004620645979	0.12083739175004088	0.33066458856237585	-2.2905296372735187	4.311021002462357e-14	2.931494281674403e-12
bMAN	plant	0.18148278892932915	0.021504135514365374	0.6831249369471268	-2.4620953593587345	0.00470525056663945	0.008647487527877909
GalAf	plant	0.15877552383261917	0.018846818406444643	0.5962385393238288	-2.6549395650696392	0.001470609870591748	0.003448326593111685
GA	plant	0.13242444570606168	0.0032929197110900615	0.7710117483401809	-2.9167586249818322	0.012131590817621581	0.020623704389956688
Asc	universal	0	0	6.937395611615192	-Inf	1.0000000000000002	1
