time	blank_1	blank_2	blank_3	blank_ST1	blank_ST2	blank_ST3	no_carb1	no_carb2	no_carb3	Glc1	Glc2	Glc3	Gal1	Gal2	Gal3	Fru1	Fru2	Fru3	Man1	Man2	Man3	Xyl1	Xyl2	Xyl3	Ara1	Ara2	Ara3	Rib1	Rib2	Rib3	GlcNAc1	GlcNAc2	GlcNAc3	GalNAc1	GalNAc2	GalNAc3	ManNAc1	ManNAc2	ManNAc3	Neu5Ac1	Neu5Ac2	Neu5Ac3	GlcA1	GlcA2	GlcA3	GalA1	GalA2	GalA3	Gco1	Gco2	Gco3	Ino1	Ino2	Ino3	Mtl1	Mtl2	Mtl3	Stl1	Stl2	Stl3	Mal1	Mal2	Mal3	IMO1	IMO2	IMO3	Mlz1	Mlz2	Mlz3	Cld1	Cld2	Cld3	Gen1	Gen2	Gen3	Mel1	Mel2	Mel3	RFO1	RFO2	RFO3	Lac1	Lac2	Lac3	Scr1	Scr2	Scr3	scFOS1	scFOS2	scFOS3	lcFOS1	lcFOS2	lcFOS3	bMnOS1	bMnOS2	bMnOS3	XOS1	XOS2	XOS3	aAOS1	aAOS2	aAOS3	LNT1	LNT2	LNT3	LNnT1	LNnT2	LNnT3	2FL1	2FL2	2FL3	3SL1	3SL2	3SL3	6SL1	6SL2	6SL3	ST1	ST2	ST3	PUL1	PUL2	PUL3	GA1	GA2	GA3	bMAN1	bMAN2	bMAN3	AR1	AR2	AR3	XGL1	XGL2	XGL3
11	0.105	0.106	0.105	0.37	0.366	0.371	0.11	0.11	0.109	0.157	0.186	0.178	0.121	0.144	0.12	0.298	0.293	0.259	0.11	0.109	0.11	0.114	0.11	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.127	0.128	0.13	0.119	0.121	0.12	0.125	0.128	0.128	0.111	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.111	0.112	0.113	0.111	0.109	0.111	0.112	0.112	0.113	0.113	0.112	0.112	0.111	0.112	0.111	0.111	0.116	0.112	0.741	0.703	0.695	0.11	0.117	0.11	0.111	0.111	0.111	0.114	0.115	0.116	0.111	0.111	0.11	0.112	0.11	0.111	0.11	0.11	0.113	1.108	1.107	1.063	0.73	0.697	0.741	0.195	0.192	0.192	0.637	0.619	0.628	0.173	0.178	0.174	0.417	0.424	0.435	0.112	0.112	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.115	0.114
11.25	0.106	0.106	0.106	0.369	0.365	0.371	0.11	0.11	0.109	0.163	0.197	0.187	0.122	0.146	0.121	0.333	0.326	0.285	0.11	0.11	0.11	0.114	0.11	0.11	0.111	0.11	0.109	0.112	0.114	0.11	0.128	0.128	0.131	0.12	0.121	0.12	0.125	0.128	0.128	0.112	0.111	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.112	0.113	0.113	0.111	0.109	0.111	0.112	0.112	0.113	0.113	0.112	0.112	0.111	0.113	0.111	0.112	0.116	0.112	0.757	0.714	0.709	0.11	0.118	0.11	0.111	0.112	0.111	0.114	0.115	0.116	0.113	0.111	0.11	0.112	0.111	0.112	0.11	0.11	0.113	1.165	1.163	1.114	0.804	0.768	0.811	0.215	0.211	0.21	0.671	0.653	0.668	0.182	0.187	0.182	0.417	0.424	0.436	0.113	0.112	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.114
11.5	0.106	0.107	0.105	0.369	0.365	0.371	0.11	0.11	0.109	0.169	0.213	0.197	0.123	0.147	0.122	0.369	0.362	0.315	0.11	0.11	0.11	0.114	0.11	0.11	0.11	0.11	0.11	0.112	0.114	0.111	0.128	0.129	0.131	0.121	0.122	0.121	0.125	0.127	0.128	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.111	0.114	0.112	0.112	0.111	0.11	0.11	0.112	0.111	0.112	0.113	0.111	0.109	0.111	0.112	0.112	0.113	0.112	0.112	0.112	0.111	0.112	0.111	0.111	0.116	0.112	0.774	0.725	0.726	0.11	0.118	0.11	0.111	0.111	0.111	0.114	0.115	0.115	0.11	0.111	0.11	0.112	0.111	0.112	0.11	0.11	0.113	1.212	1.21	1.159	0.874	0.835	0.87	0.239	0.234	0.232	0.698	0.676	0.696	0.194	0.197	0.193	0.417	0.425	0.436	0.113	0.113	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.115	0.111	0.113	0.116	0.113
11.75	0.105	0.106	0.105	0.369	0.365	0.371	0.11	0.11	0.109	0.176	0.225	0.207	0.124	0.148	0.124	0.408	0.402	0.349	0.11	0.11	0.111	0.114	0.11	0.11	0.11	0.11	0.109	0.112	0.114	0.11	0.129	0.129	0.131	0.121	0.123	0.122	0.125	0.128	0.128	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.111	0.112	0.113	0.111	0.109	0.111	0.112	0.112	0.113	0.112	0.112	0.112	0.111	0.112	0.111	0.111	0.116	0.112	0.789	0.747	0.748	0.11	0.118	0.11	0.111	0.112	0.111	0.114	0.115	0.115	0.111	0.111	0.11	0.112	0.11	0.112	0.11	0.11	0.113	1.249	1.248	1.195	0.933	0.896	0.919	0.267	0.259	0.257	0.724	0.702	0.718	0.205	0.208	0.204	0.418	0.426	0.437	0.113	0.113	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.114
12	0.105	0.106	0.106	0.369	0.365	0.371	0.11	0.11	0.109	0.183	0.239	0.218	0.126	0.15	0.125	0.451	0.446	0.387	0.11	0.109	0.11	0.114	0.11	0.11	0.11	0.111	0.109	0.112	0.114	0.11	0.129	0.13	0.132	0.122	0.124	0.123	0.125	0.127	0.128	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.11	0.111	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.112	0.111	0.113	0.111	0.109	0.111	0.112	0.113	0.114	0.113	0.112	0.112	0.111	0.112	0.111	0.111	0.117	0.112	0.826	0.78	0.779	0.11	0.118	0.11	0.111	0.111	0.111	0.114	0.115	0.115	0.111	0.111	0.11	0.112	0.111	0.113	0.11	0.11	0.113	1.282	1.279	1.225	0.978	0.945	0.962	0.297	0.288	0.286	0.75	0.723	0.736	0.218	0.221	0.218	0.419	0.427	0.437	0.113	0.113	0.118	0.114	0.113	0.115	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.114
12.25	0.105	0.106	0.105	0.368	0.365	0.37	0.11	0.11	0.109	0.194	0.255	0.234	0.128	0.155	0.127	0.483	0.486	0.422	0.11	0.109	0.11	0.114	0.11	0.11	0.11	0.111	0.109	0.112	0.114	0.11	0.131	0.13	0.132	0.123	0.125	0.124	0.125	0.127	0.128	0.112	0.111	0.114	0.116	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.11	0.11	0.113	0.112	0.112	0.111	0.11	0.11	0.112	0.111	0.112	0.113	0.111	0.109	0.111	0.112	0.113	0.114	0.113	0.112	0.112	0.111	0.112	0.111	0.111	0.116	0.112	0.85	0.798	0.796	0.11	0.118	0.11	0.112	0.111	0.111	0.114	0.115	0.115	0.111	0.111	0.11	0.112	0.111	0.113	0.11	0.11	0.113	1.311	1.306	1.253	1.026	0.989	1.016	0.329	0.319	0.315	0.776	0.747	0.759	0.232	0.236	0.232	0.419	0.427	0.437	0.113	0.113	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.114
12.5	0.105	0.106	0.105	0.368	0.365	0.371	0.11	0.11	0.109	0.202	0.273	0.247	0.13	0.156	0.129	0.511	0.519	0.452	0.11	0.11	0.111	0.114	0.11	0.11	0.11	0.111	0.109	0.112	0.114	0.11	0.13	0.131	0.132	0.124	0.125	0.125	0.126	0.128	0.129	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.11	0.111	0.113	0.112	0.112	0.113	0.11	0.11	0.112	0.112	0.112	0.113	0.111	0.109	0.111	0.112	0.113	0.114	0.114	0.113	0.113	0.111	0.112	0.111	0.111	0.116	0.112	0.863	0.816	0.806	0.11	0.118	0.11	0.112	0.112	0.112	0.114	0.115	0.116	0.111	0.111	0.11	0.112	0.111	0.113	0.11	0.11	0.112	1.33	1.323	1.287	1.053	1.02	1.034	0.354	0.343	0.339	0.8	0.766	0.779	0.244	0.248	0.246	0.419	0.427	0.437	0.113	0.113	0.118	0.115	0.113	0.114	0.116	0.113	0.113	0.111	0.114	0.111	0.113	0.117	0.114
12.75	0.105	0.106	0.105	0.369	0.365	0.371	0.11	0.11	0.109	0.212	0.291	0.262	0.132	0.158	0.132	0.533	0.547	0.477	0.11	0.11	0.11	0.114	0.11	0.11	0.11	0.111	0.109	0.112	0.114	0.11	0.132	0.131	0.133	0.125	0.127	0.126	0.126	0.128	0.129	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.11	0.11	0.113	0.112	0.112	0.111	0.11	0.11	0.111	0.112	0.112	0.113	0.111	0.109	0.111	0.112	0.114	0.114	0.114	0.113	0.114	0.112	0.112	0.111	0.111	0.117	0.112	0.871	0.816	0.808	0.11	0.118	0.11	0.112	0.112	0.112	0.114	0.115	0.115	0.111	0.112	0.11	0.113	0.111	0.114	0.11	0.11	0.113	1.36	1.35	1.317	1.094	1.059	1.078	0.383	0.374	0.366	0.823	0.788	0.804	0.263	0.269	0.264	0.42	0.427	0.437	0.113	0.113	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.116	0.114
13	0.105	0.107	0.105	0.368	0.365	0.371	0.11	0.11	0.109	0.222	0.308	0.278	0.134	0.162	0.135	0.548	0.571	0.496	0.11	0.11	0.11	0.114	0.11	0.11	0.11	0.111	0.109	0.112	0.114	0.11	0.132	0.131	0.134	0.126	0.127	0.127	0.126	0.128	0.129	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.11	0.111	0.113	0.112	0.112	0.113	0.11	0.11	0.111	0.112	0.112	0.113	0.111	0.109	0.111	0.112	0.113	0.114	0.115	0.113	0.114	0.111	0.112	0.112	0.111	0.116	0.112	0.881	0.82	0.812	0.11	0.118	0.11	0.112	0.112	0.112	0.114	0.115	0.116	0.111	0.111	0.11	0.113	0.111	0.114	0.11	0.11	0.113	1.378	1.368	1.334	1.114	1.081	1.093	0.402	0.398	0.389	0.84	0.807	0.827	0.28	0.297	0.288	0.42	0.427	0.438	0.113	0.113	0.118	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.117	0.114
13.25	0.105	0.107	0.107	0.368	0.365	0.371	0.11	0.11	0.109	0.234	0.326	0.294	0.137	0.164	0.138	0.558	0.586	0.51	0.11	0.11	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.11	0.137	0.131	0.137	0.127	0.128	0.128	0.126	0.128	0.129	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.11	0.111	0.113	0.112	0.112	0.113	0.11	0.11	0.111	0.112	0.112	0.114	0.111	0.109	0.111	0.112	0.113	0.114	0.114	0.113	0.114	0.111	0.112	0.112	0.111	0.116	0.112	0.896	0.832	0.826	0.11	0.118	0.11	0.112	0.112	0.112	0.114	0.115	0.116	0.111	0.112	0.11	0.113	0.112	0.115	0.11	0.11	0.113	1.399	1.391	1.361	1.143	1.109	1.126	0.453	0.455	0.432	0.858	0.823	0.844	0.321	0.343	0.329	0.421	0.429	0.438	0.113	0.113	0.118	0.114	0.113	0.114	0.115	0.113	0.113	0.111	0.114	0.111	0.113	0.117	0.114
13.5	0.105	0.106	0.105	0.368	0.365	0.371	0.11	0.11	0.109	0.246	0.343	0.31	0.14	0.165	0.141	0.565	0.598	0.522	0.11	0.11	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.114	0.111	0.146	0.132	0.142	0.127	0.129	0.13	0.126	0.128	0.129	0.112	0.111	0.114	0.114	0.111	0.113	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.112	0.111	0.111	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.112	0.112	0.114	0.111	0.109	0.112	0.113	0.114	0.115	0.116	0.113	0.114	0.111	0.112	0.112	0.111	0.116	0.113	0.898	0.835	0.836	0.11	0.118	0.11	0.112	0.112	0.112	0.114	0.115	0.116	0.111	0.112	0.11	0.113	0.112	0.115	0.11	0.112	0.113	1.422	1.413	1.389	1.173	1.136	1.156	0.523	0.514	0.49	0.877	0.841	0.866	0.365	0.382	0.368	0.421	0.428	0.438	0.113	0.113	0.119	0.113	0.113	0.114	0.116	0.113	0.113	0.111	0.115	0.112	0.113	0.117	0.114
13.75	0.105	0.106	0.105	0.369	0.366	0.371	0.11	0.11	0.109	0.258	0.359	0.327	0.143	0.17	0.145	0.566	0.603	0.53	0.11	0.11	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.15	0.132	0.145	0.128	0.13	0.131	0.126	0.129	0.129	0.112	0.111	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.114	0.109	0.11	0.111	0.112	0.112	0.113	0.111	0.109	0.111	0.112	0.114	0.115	0.114	0.114	0.114	0.111	0.112	0.111	0.111	0.116	0.112	0.91	0.849	0.841	0.11	0.117	0.11	0.112	0.112	0.112	0.114	0.115	0.116	0.111	0.111	0.11	0.113	0.112	0.116	0.11	0.11	0.113	1.442	1.435	1.419	1.195	1.158	1.181	0.578	0.559	0.539	0.896	0.863	0.889	0.4	0.412	0.401	0.422	0.429	0.439	0.113	0.113	0.118	0.114	0.113	0.115	0.115	0.114	0.113	0.111	0.115	0.111	0.113	0.116	0.114
14	0.105	0.107	0.105	0.369	0.366	0.371	0.11	0.11	0.109	0.272	0.375	0.342	0.147	0.174	0.149	0.571	0.611	0.54	0.11	0.109	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.114	0.111	0.15	0.132	0.145	0.13	0.132	0.132	0.126	0.129	0.129	0.112	0.111	0.114	0.113	0.111	0.115	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.11	0.111	0.114	0.112	0.112	0.116	0.11	0.11	0.111	0.113	0.113	0.114	0.111	0.109	0.112	0.112	0.114	0.115	0.115	0.115	0.115	0.111	0.113	0.111	0.111	0.117	0.112	0.912	0.846	0.837	0.11	0.117	0.11	0.112	0.112	0.112	0.114	0.115	0.116	0.111	0.111	0.11	0.114	0.112	0.117	0.11	0.11	0.113	1.461	1.455	1.432	1.202	1.169	1.183	0.633	0.607	0.583	0.912	0.879	0.907	0.426	0.434	0.426	0.422	0.429	0.439	0.113	0.113	0.119	0.113	0.113	0.114	0.115	0.113	0.113	0.111	0.115	0.111	0.113	0.116	0.115
14.25	0.105	0.106	0.105	0.369	0.366	0.371	0.11	0.11	0.109	0.284	0.39	0.357	0.151	0.178	0.154	0.578	0.618	0.546	0.11	0.109	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.153	0.132	0.147	0.131	0.133	0.134	0.126	0.13	0.129	0.112	0.111	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.114	0.11	0.11	0.111	0.113	0.113	0.114	0.111	0.109	0.112	0.112	0.114	0.115	0.116	0.116	0.116	0.111	0.112	0.111	0.111	0.116	0.112	0.897	0.84	0.826	0.11	0.117	0.11	0.113	0.113	0.112	0.114	0.115	0.116	0.112	0.111	0.11	0.114	0.113	0.117	0.11	0.11	0.113	1.483	1.475	1.454	1.219	1.187	1.199	0.682	0.648	0.619	0.931	0.898	0.925	0.451	0.454	0.448	0.423	0.43	0.44	0.113	0.113	0.119	0.113	0.114	0.115	0.116	0.114	0.113	0.111	0.115	0.112	0.113	0.116	0.114
14.5	0.105	0.106	0.105	0.369	0.366	0.372	0.11	0.11	0.109	0.298	0.405	0.373	0.156	0.184	0.16	0.577	0.621	0.551	0.11	0.109	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.155	0.132	0.149	0.132	0.134	0.135	0.127	0.13	0.129	0.112	0.112	0.114	0.114	0.111	0.114	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.113	0.11	0.11	0.111	0.113	0.113	0.114	0.111	0.109	0.112	0.113	0.114	0.115	0.117	0.116	0.117	0.111	0.112	0.111	0.111	0.116	0.112	0.876	0.824	0.817	0.11	0.117	0.11	0.113	0.113	0.113	0.114	0.115	0.116	0.111	0.111	0.11	0.115	0.113	0.118	0.11	0.11	0.113	1.499	1.486	1.466	1.233	1.202	1.214	0.716	0.677	0.662	0.945	0.914	0.94	0.47	0.473	0.468	0.423	0.43	0.44	0.113	0.113	0.118	0.113	0.113	0.115	0.116	0.114	0.113	0.111	0.115	0.111	0.113	0.116	0.114
14.75	0.105	0.106	0.105	0.368	0.366	0.372	0.11	0.11	0.109	0.311	0.416	0.386	0.161	0.189	0.166	0.578	0.624	0.552	0.11	0.109	0.11	0.114	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.156	0.131	0.152	0.133	0.135	0.137	0.127	0.13	0.13	0.112	0.111	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.114	0.11	0.11	0.111	0.113	0.113	0.114	0.111	0.109	0.112	0.113	0.114	0.115	0.117	0.117	0.118	0.111	0.112	0.111	0.111	0.116	0.112	0.845	0.806	0.795	0.11	0.117	0.11	0.113	0.113	0.113	0.114	0.115	0.116	0.111	0.111	0.11	0.115	0.114	0.118	0.11	0.11	0.113	1.481	1.448	1.433	1.242	1.26	1.222	0.758	0.713	0.686	0.96	0.929	0.951	0.495	0.492	0.488	0.423	0.43	0.441	0.113	0.113	0.119	0.113	0.114	0.116	0.116	0.114	0.113	0.111	0.115	0.111	0.113	0.116	0.114
15	0.105	0.106	0.105	0.368	0.366	0.372	0.11	0.11	0.109	0.324	0.43	0.398	0.167	0.195	0.172	0.577	0.624	0.551	0.11	0.109	0.11	0.115	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.16	0.135	0.154	0.135	0.137	0.139	0.127	0.13	0.13	0.112	0.112	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.11	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.114	0.11	0.11	0.111	0.113	0.113	0.114	0.111	0.109	0.112	0.113	0.114	0.115	0.118	0.118	0.12	0.112	0.112	0.111	0.111	0.116	0.112	0.831	0.798	0.79	0.11	0.117	0.11	0.114	0.113	0.113	0.114	0.115	0.116	0.111	0.111	0.11	0.115	0.114	0.119	0.11	0.111	0.113	1.449	1.419	1.404	1.261	1.279	1.24	0.802	0.758	0.717	0.972	0.942	0.962	0.516	0.512	0.506	0.423	0.43	0.442	0.113	0.113	0.119	0.113	0.113	0.115	0.116	0.114	0.113	0.111	0.115	0.111	0.113	0.116	0.114
15.25	0.105	0.106	0.105	0.368	0.366	0.371	0.11	0.11	0.109	0.336	0.438	0.408	0.174	0.202	0.18	0.573	0.616	0.546	0.11	0.109	0.11	0.115	0.11	0.111	0.111	0.111	0.109	0.113	0.115	0.111	0.158	0.133	0.158	0.136	0.138	0.14	0.127	0.13	0.13	0.112	0.111	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.112	0.11	0.11	0.112	0.113	0.113	0.114	0.111	0.109	0.112	0.113	0.114	0.115	0.118	0.121	0.119	0.111	0.112	0.111	0.111	0.116	0.112	0.794	0.767	0.764	0.11	0.117	0.11	0.114	0.114	0.114	0.114	0.115	0.116	0.111	0.111	0.11	0.116	0.114	0.119	0.11	0.11	0.113	1.42	1.391	1.375	1.256	1.281	1.238	0.813	0.788	0.72	0.985	0.957	0.969	0.526	0.527	0.522	0.424	0.431	0.442	0.113	0.113	0.119	0.113	0.115	0.115	0.116	0.114	0.113	0.111	0.115	0.111	0.113	0.116	0.114
15.5	0.106	0.106	0.106	0.368	0.365	0.371	0.11	0.11	0.109	0.347	0.444	0.416	0.182	0.211	0.188	0.571	0.619	0.545	0.11	0.109	0.11	0.115	0.11	0.111	0.111	0.111	0.11	0.113	0.115	0.111	0.161	0.137	0.16	0.137	0.14	0.143	0.128	0.131	0.13	0.112	0.112	0.115	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.111	0.115	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.112	0.11	0.11	0.111	0.113	0.114	0.115	0.111	0.109	0.112	0.113	0.115	0.115	0.122	0.12	0.122	0.112	0.112	0.112	0.111	0.116	0.112	0.784	0.753	0.751	0.11	0.117	0.11	0.114	0.114	0.114	0.114	0.115	0.116	0.111	0.111	0.11	0.116	0.121	0.121	0.11	0.11	0.113	1.397	1.37	1.354	1.261	1.29	1.246	0.819	0.812	0.723	0.998	0.97	0.979	0.552	0.546	0.541	0.424	0.43	0.441	0.113	0.113	0.119	0.114	0.114	0.115	0.116	0.114	0.113	0.111	0.115	0.111	0.113	0.117	0.115
15.75	0.105	0.106	0.105	0.368	0.366	0.371	0.11	0.11	0.109	0.358	0.448	0.424	0.19	0.22	0.198	0.57	0.615	0.544	0.11	0.109	0.11	0.115	0.11	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.164	0.14	0.161	0.139	0.141	0.144	0.128	0.131	0.131	0.112	0.112	0.114	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.111	0.114	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.111	0.111	0.11	0.111	0.114	0.115	0.115	0.111	0.109	0.112	0.113	0.115	0.115	0.124	0.123	0.125	0.112	0.112	0.111	0.111	0.116	0.112	0.763	0.735	0.734	0.11	0.117	0.11	0.114	0.115	0.114	0.114	0.115	0.116	0.111	0.111	0.11	0.117	0.116	0.121	0.11	0.11	0.113	1.375	1.349	1.331	1.258	1.288	1.245	0.793	0.809	0.716	1.004	0.976	0.983	0.561	0.562	0.557	0.423	0.43	0.442	0.113	0.113	0.119	0.114	0.114	0.115	0.116	0.114	0.114	0.111	0.115	0.112	0.113	0.116	0.115
16	0.105	0.106	0.105	0.367	0.366	0.371	0.11	0.11	0.109	0.367	0.457	0.429	0.199	0.23	0.208	0.566	0.612	0.539	0.11	0.109	0.11	0.115	0.111	0.111	0.111	0.111	0.109	0.112	0.115	0.111	0.168	0.15	0.162	0.141	0.143	0.146	0.129	0.131	0.131	0.112	0.112	0.115	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.111	0.115	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.111	0.11	0.11	0.111	0.114	0.114	0.115	0.112	0.109	0.112	0.113	0.115	0.116	0.125	0.126	0.127	0.112	0.112	0.112	0.112	0.116	0.112	0.749	0.726	0.723	0.11	0.117	0.11	0.115	0.115	0.115	0.114	0.115	0.116	0.112	0.112	0.11	0.117	0.116	0.121	0.11	0.11	0.113	1.363	1.331	1.314	1.26	1.293	1.254	0.773	0.806	0.712	1.005	0.982	0.988	0.584	0.578	0.575	0.423	0.431	0.442	0.114	0.113	0.119	0.114	0.114	0.115	0.116	0.114	0.114	0.111	0.115	0.111	0.113	0.116	0.115
16.25	0.105	0.106	0.105	0.367	0.365	0.371	0.11	0.11	0.109	0.376	0.461	0.432	0.208	0.241	0.219	0.56	0.605	0.535	0.11	0.109	0.11	0.115	0.111	0.111	0.111	0.111	0.109	0.113	0.115	0.111	0.174	0.162	0.165	0.142	0.144	0.148	0.129	0.131	0.131	0.112	0.112	0.115	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.112	0.115	0.111	0.112	0.113	0.111	0.111	0.114	0.111	0.112	0.111	0.11	0.11	0.111	0.114	0.114	0.115	0.112	0.109	0.112	0.113	0.115	0.116	0.127	0.127	0.128	0.113	0.112	0.112	0.111	0.117	0.112	0.734	0.715	0.711	0.11	0.117	0.11	0.115	0.115	0.115	0.114	0.115	0.116	0.111	0.112	0.11	0.118	0.116	0.122	0.11	0.11	0.113	1.34	1.315	1.298	1.256	1.291	1.252	0.748	0.789	0.708	1	0.981	0.989	0.597	0.596	0.589	0.424	0.432	0.442	0.114	0.113	0.119	0.114	0.114	0.116	0.116	0.114	0.114	0.111	0.115	0.111	0.113	0.116	0.114
16.5	0.105	0.106	0.106	0.368	0.365	0.371	0.111	0.11	0.109	0.383	0.465	0.436	0.218	0.252	0.231	0.554	0.599	0.528	0.11	0.109	0.11	0.115	0.111	0.111	0.111	0.111	0.109	0.113	0.115	0.111	0.18	0.177	0.17	0.144	0.147	0.15	0.128	0.131	0.131	0.112	0.112	0.115	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.111	0.115	0.111	0.112	0.113	0.111	0.111	0.114	0.112	0.112	0.111	0.111	0.11	0.111	0.114	0.114	0.115	0.111	0.109	0.112	0.113	0.115	0.116	0.125	0.125	0.126	0.112	0.112	0.112	0.111	0.117	0.113	0.731	0.711	0.709	0.11	0.118	0.11	0.116	0.116	0.115	0.114	0.115	0.116	0.111	0.112	0.11	0.118	0.117	0.122	0.11	0.11	0.113	1.325	1.302	1.283	1.254	1.289	1.262	0.733	0.785	0.71	0.991	0.97	1.031	0.613	0.612	0.606	0.424	0.431	0.442	0.114	0.113	0.119	0.114	0.115	0.115	0.116	0.115	0.114	0.112	0.115	0.112	0.113	0.117	0.115
16.75	0.105	0.106	0.105	0.367	0.365	0.371	0.111	0.11	0.109	0.39	0.466	0.436	0.229	0.265	0.243	0.551	0.597	0.525	0.11	0.109	0.11	0.115	0.111	0.111	0.111	0.111	0.109	0.113	0.115	0.111	0.184	0.185	0.175	0.145	0.148	0.152	0.128	0.131	0.131	0.112	0.112	0.115	0.113	0.111	0.114	0.112	0.111	0.112	0.111	0.112	0.115	0.111	0.112	0.113	0.111	0.111	0.114	0.111	0.112	0.112	0.11	0.11	0.111	0.113	0.114	0.115	0.112	0.109	0.112	0.114	0.115	0.116	0.127	0.126	0.128	0.111	0.112	0.111	0.111	0.116	0.112	0.724	0.707	0.701	0.11	0.117	0.11	0.116	0.116	0.116	0.114	0.115	0.116	0.111	0.112	0.11	0.118	0.117	0.122	0.11	0.111	0.113	1.311	1.288	1.27	1.251	1.287	1.261	0.727	0.769	0.711	0.981	0.977	1.007	0.635	0.631	0.622	0.424	0.432	0.442	0.114	0.113	0.119	0.114	0.114	0.116	0.116	0.115	0.114	0.111	0.115	0.112	0.113	0.116	0.114
