genome_ID	curated_taxonomy	Glc	Gal	Rib	GlcNAc	Chb	Fuc	Neu5Ac	LNB	LNT	LNnT	FL	LDFT	LNFPI	SL	lcHMO	Nglyc	Ncore	GNB	Tan	Muc	GlcNAc6S	Mal	MOS	ST	RST	IMO	Mlz	Cld	Bgl	BGL12	Mel	RFO	Lac	GOS	AGI	AGII	GalAf	GA	Fru	Scr	scFOS	lcFOS	DFA	bMnOS	GmOS	bMAN	Xyl	XOS	AXOS	XL	AX	Ara	aAOS	bAOS	AR	HRGP	XGlOS	XGL	GlcA	GluA	Gco	Glt	Ino	Mtl	Stl	Asc	continent	country	non_westernized	age_group
AF12-8LB-d	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF14-14LBA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF14-56	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	Asia	China	no	adult
AF15-15LB	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF17-20AC	Bifidobacterium pseudocatenulatum	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF20-11LBA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF20-20AC	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF21-27	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	Asia	China	no	adult
AF27-1AAA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	Asia	China	no	adult
AF28-10A	Bifidobacterium bifidum	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF29-3ACA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF30-13ACA	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF31-20ACA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF32-13BHA	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF34-4A	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF35-2A	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	Asia	China	no	adult
AF35-8ACA	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF36-12AT	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF39-1ATA	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF45-10BH	Bifidobacterium pseudocatenulatum	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF47-10A	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF47-9A	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF51-06b1	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF51-5-b11A	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF52-09b2	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF53-10pH4A	Bifidobacterium pseudocatenulatum	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF54-10pH4A	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	Asia	China	no	adult
AF54-13pH4A	Bifidobacterium dentium	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	Asia	China	no	adult
AF54-16pH4A	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF56-10A	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF58-3b12A	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF77-07pH10T	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF87-08pH10A	Bifidobacterium pseudocatenulatum	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF91-02b2A	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF91-02IFCA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF91-12A	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF92-02A	Bifidobacterium adolescentis	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	Asia	China	no	adult
AF92-05GAEA	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF93-03b3A	Bifidobacterium pseudocatenulatum	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF94-15DT-1A	Bifidobacterium longum subsp. longum	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Asia	China	no	adult
AF96-01DA	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF96-10M2bTA	Bifidobacterium adolescentis	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
AF97-02pH9	Bifidobacterium pseudocatenulatum	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	Asia	China	no	adult
